WORD,A,ADV,C,D,N,P,PRO,V,TOTAL
"75,000-ton",1,0,0,0,0,0,0,0,1
trans-atlantic,1,0,0,0,0,0,0,0,1
fares,0,0,0,0,3,0,0,0,3
cunard's,0,0,0,0,1,0,0,0,1
consideration,0,0,0,0,49,0,0,0,49
"75,000",3,0,0,0,0,0,0,0,3
cruises,0,0,0,0,1,0,0,0,1
eagle,0,0,0,0,5,0,0,0,5
airways,0,0,0,0,6,0,0,0,6
dominance,0,0,0,0,11,0,0,0,11
maxwell,0,0,0,0,11,0,0,0,11
taylor's,0,0,0,0,2,0,0,0,2
saigon,0,0,0,0,1,0,0,0,1
bolster,0,0,0,0,1,0,0,2,3
mobilization,0,0,0,0,5,0,0,0,5
guerrillas,0,0,0,0,17,0,0,0,17
mekong,0,0,0,0,3,0,0,0,3
interposed,0,0,0,0,0,0,0,1,1
nam's,0,0,0,0,1,0,0,0,1
destroyed,0,0,0,0,0,0,0,39,39
cong,0,0,0,0,1,0,0,0,1
stored,0,0,0,0,0,0,0,36,36
floods,0,0,0,0,6,0,0,0,6
recede,0,0,0,0,0,0,0,3,3
monsoon,0,0,0,0,3,0,0,0,3
instructional,3,0,0,0,0,0,0,0,3
indochina,0,0,0,0,2,0,0,0,2
ridgway,0,0,0,0,1,0,0,0,1
divisions,0,0,0,0,15,0,0,0,15
ngo,0,0,0,0,1,0,0,0,1
dinh,0,0,0,0,1,0,0,0,1
"$1,450,000,000",0,0,0,0,1,0,0,0,1
lyndon,0,0,0,0,3,0,0,0,3
johnson's,0,0,0,0,10,0,0,0,10
level-headed,2,0,0,0,0,0,0,0,2
succumb,0,0,0,0,0,0,0,1,1
morass,0,0,0,0,1,0,0,0,1
dalton,0,0,0,0,4,0,0,0,4
controversies,0,0,0,0,4,0,0,0,4
axes,0,0,0,0,7,0,0,0,7
grind,0,0,0,0,0,0,0,2,2
gravest,4,0,0,0,0,0,0,0,4
electing,0,0,0,0,0,0,0,1,1
slippery,5,0,0,0,0,0,0,0,5
operational,25,0,0,0,0,0,0,0,25
integrity,0,0,0,0,10,0,0,0,10
instructions,0,0,0,0,35,0,0,0,35
nonpartisan,2,0,0,0,0,0,0,0,2
servant,0,0,0,0,19,0,0,0,19
stipulate,0,0,0,0,0,0,0,2,2
importance,0,0,0,0,108,0,0,0,108
revolves,0,0,0,0,0,0,0,1,1
geographic,6,0,0,0,0,0,0,0,6
u.s.s.r.,0,0,0,0,7,0,0,0,7
arguing,0,0,0,0,0,0,0,10,10
hobbled,0,0,0,0,0,0,0,2,2
confused,0,0,0,0,0,0,0,44,44
irrelevant,14,0,0,0,0,0,0,0,14
nonpolitical,1,0,0,0,0,0,0,0,1
beings,0,0,0,0,36,0,0,0,36
subservient,3,0,0,0,0,0,0,0,3
man-made,6,0,0,0,0,0,0,0,6
inaction,0,0,0,0,6,0,0,0,6
budget-making,1,0,0,0,0,0,0,0,1
vest,0,0,0,0,3,0,0,1,4
reorganize,0,0,0,0,0,0,0,1,1
lawmaking,2,0,0,0,1,0,0,0,3
partnership,0,0,0,0,18,0,0,0,18
diminished,0,0,0,0,0,0,0,10,10
franchises,0,0,0,0,1,0,0,0,1
leases,0,0,0,0,2,0,0,1,3
leasing,0,0,0,0,0,0,0,3,3
trusteeship,0,0,0,0,1,0,0,0,1
budget-altering,1,0,0,0,0,0,0,0,1
overriding,0,0,0,0,1,0,0,2,3
concurrence,0,0,0,0,4,0,0,0,4
watchdog,0,0,0,0,3,0,0,0,3
investigative,3,0,0,0,0,0,0,0,3
now-misplaced,1,0,0,0,0,0,0,0,1
spite,0,0,0,0,48,8,0,0,56
borough,0,0,0,0,5,0,0,0,5
retaining,0,0,0,0,0,0,0,7,7
housekeeping,0,0,0,0,7,0,0,0,7
sewers,0,0,0,0,4,0,0,0,4
approving,0,0,0,0,0,0,0,1,1
appropriating,0,0,0,0,0,0,0,2,2
document,0,0,0,0,11,0,0,2,13
second-look,0,0,0,0,1,0,0,0,1
safeguard,0,0,0,0,3,0,0,2,5
heretofore,0,8,0,0,0,0,0,0,8
pocketbook,0,0,0,0,3,0,0,0,3
beneficial,11,0,0,0,0,0,0,0,11
expediting,0,0,0,0,0,0,0,2,2
injustices,0,0,0,0,1,0,0,0,1
enlargement,0,0,0,0,4,0,0,0,4
selecting,0,0,0,0,0,0,0,15,15
blankets,0,0,0,0,10,0,0,1,11
horn,0,0,0,0,31,0,0,0,31
reflection,0,0,0,0,32,0,0,0,32
throttled,0,0,0,0,0,0,0,1,1
publishers,0,0,0,0,11,0,0,0,11
editors,0,0,0,0,18,0,0,0,18
downfall,0,0,0,0,5,0,0,0,5
imbalances,0,0,0,0,1,0,0,0,1
freedoms,0,0,0,0,3,0,0,0,3
ten-year,3,0,0,0,0,0,0,0,3
contribute,0,0,0,0,0,0,0,44,44
twenty-second,3,0,0,0,0,0,0,0,3
admiration,0,0,0,0,10,0,0,0,10
rage,0,0,0,0,16,0,0,0,16
bold,21,0,0,0,0,0,0,0,21
utopia,0,0,0,0,24,0,0,0,24
1980,4,0,0,0,0,0,0,0,4
clues,0,0,0,0,10,0,0,0,10
armageddon,0,0,0,0,1,0,0,0,1
evident,56,0,0,0,0,0,0,0,56
contradiction,0,0,0,0,13,0,0,0,13
humanity,0,0,0,0,28,0,0,0,28
speculation,0,0,0,0,3,0,0,0,3
consolidating,0,0,0,0,0,0,0,2,2
groundwork,0,0,0,0,3,0,0,0,3
purge,0,0,0,0,1,0,0,1,2
assurance,0,0,0,0,19,0,0,0,19
tightest,2,0,0,0,0,0,0,0,2
conant's,0,0,0,0,3,0,0,0,3
unemotional,2,0,0,0,0,0,0,0,2
reformer,0,0,0,0,3,0,0,0,3
shattered,0,0,0,0,0,0,0,13,13
avert,0,0,0,0,0,0,0,1,1
concerning,0,0,0,0,0,62,0,0,62
permissive,5,0,0,0,0,0,0,0,5
psychological,41,0,0,0,0,0,0,0,41
recommending,0,0,0,0,0,0,0,8,8
double-talk,0,0,0,0,1,0,0,0,1
labels,0,0,0,0,2,0,0,1,3
dead-end,0,0,0,0,1,0,0,0,1
villains,0,0,0,0,4,0,0,0,4
accuses,0,0,0,0,0,0,0,2,2
squeamish,1,0,0,0,0,0,0,0,1
alarming,0,0,0,0,0,0,0,1,1
implications,0,0,0,0,22,0,0,0,22
conscientious,10,0,0,0,0,0,0,0,10
selfless,2,0,0,0,0,0,0,0,2
gratitude,0,0,0,0,9,0,0,0,9
straightforward,8,0,0,0,0,0,0,0,8
junk,0,0,0,0,8,0,0,0,8
fascinating,20,0,0,0,0,0,0,0,20
stamps,0,0,0,0,4,0,0,0,4
accordance,0,0,0,0,20,0,0,0,20
newsletters,0,0,0,0,1,0,0,0,1
postmen,0,0,0,0,2,0,0,0,2
loads,0,0,0,0,10,0,0,0,10
postal,7,0,0,0,0,0,0,0,7
creditors,0,0,0,0,2,0,0,0,2
typewritten,1,0,0,0,0,0,0,0,1
trembling,0,0,0,0,0,0,0,26,26
cannery,0,0,0,0,14,0,0,0,14
calf,0,0,0,0,11,0,0,0,11
beef-fat,0,0,0,0,1,0,0,0,1
work-weary,1,0,0,0,0,0,0,0,1
seeds,0,0,0,0,42,0,0,0,42
sprout,0,0,0,0,0,0,0,1,1
blossom,0,0,0,0,4,0,0,3,7
vegetables,0,0,0,0,16,0,0,0,16
broth,0,0,0,0,3,0,0,0,3
hash,0,0,0,0,1,0,0,0,1
cans,0,0,0,0,5,0,0,0,5
rivers,0,0,0,0,17,0,0,0,17
shines,0,0,0,0,0,0,0,4,4
warmly,0,8,0,0,0,0,0,0,8
decatur,0,0,0,0,1,0,0,0,1
metropolitian,1,0,0,0,0,0,0,0,1
grey,6,0,0,0,6,0,0,0,12
possum,0,0,0,0,2,0,0,0,2
canning,0,0,0,0,1,0,0,6,7
3's,0,0,0,0,1,0,0,0,1
requisitioned,0,0,0,0,0,0,0,2,2
"22,000",2,0,0,0,0,0,0,0,2
2's,0,0,0,0,1,0,0,0,1
"$3,000",0,0,0,0,4,0,0,0,4
lewellyn,0,0,0,0,1,0,0,0,1
lundeen,0,0,0,0,1,0,0,0,1
booster,0,0,0,0,1,0,0,0,1
rationing,0,0,0,0,2,0,0,1,3
1941,11,0,0,0,0,0,0,0,11
dairy,0,0,0,0,19,0,0,0,19
finishes,0,0,0,0,1,0,0,1,2
echoed,0,0,0,0,0,0,0,7,7
beans,0,0,0,0,9,0,0,0,9
tomatoes,0,0,0,0,3,0,0,0,3
employe,0,0,0,0,1,0,0,0,1
forgiveness,0,0,0,0,15,0,0,0,15
thoughtlessly,0,1,0,0,0,0,0,0,1
poise,0,0,0,0,6,0,0,0,6
grudge,0,0,0,0,7,0,0,0,7
pastor,0,0,0,0,17,0,0,0,17
forgiven,0,0,0,0,0,0,0,6,6
envy,0,0,0,0,4,0,0,3,7
jealousy,0,0,0,0,4,0,0,0,4
grudges,0,0,0,0,3,0,0,0,3
dyke,0,0,0,0,1,0,0,0,1
god's,0,0,0,0,38,0,0,0,38
trespasses,0,0,0,0,3,0,0,0,3
heavenly,9,0,0,0,0,0,0,0,9
matthew,0,0,0,0,4,0,0,0,4
:,0,0,0,0,2,20,0,0,22
14-15,0,0,0,0,1,0,0,0,1
prayer,0,0,0,0,28,0,0,0,28
disciples,0,0,0,0,5,0,0,0,5
debts,0,0,0,0,12,0,0,0,12
implies,0,0,0,0,0,0,0,16,16
sin,0,0,0,0,51,0,0,2,53
oft,0,1,0,0,0,0,0,0,1
till,0,0,44,0,0,4,0,1,49
saith,0,0,0,0,0,0,0,4,4
unto,0,0,0,0,0,14,0,0,14
seventy,4,0,0,0,0,0,0,0,4
21-22,1,0,0,0,0,0,0,0,1
prayed,0,0,0,0,0,0,0,12,12
luke,0,0,0,0,3,0,0,0,3
23:34,1,0,0,0,0,0,0,0,1
teen-ager,0,0,0,0,2,0,0,0,2
sobering,0,0,0,0,0,0,0,3,3
meaningful,24,0,0,0,0,0,0,0,24
shrill,7,0,0,0,0,0,0,0,7
girlish,5,0,0,0,0,0,0,0,5
commotion,0,0,0,0,6,0,0,0,6
garcia,0,0,0,0,3,0,0,0,3
squeals,0,0,0,0,1,0,0,0,1
subsided,0,0,0,0,0,0,0,5,5
sprawled,0,0,0,0,0,0,0,11,11
drinking,0,0,0,0,6,0,0,42,48
cokes,0,0,0,0,1,0,0,0,1
giggling,0,0,0,0,0,0,0,1,1
toughest,2,0,0,0,0,0,0,0,2
searchingly,0,1,0,0,0,0,0,0,1
beg,0,0,0,0,0,0,0,11,11
pre-nuptial,1,0,0,0,0,0,0,0,1
frighten,0,0,0,0,0,0,0,11,11
honesty,0,0,0,0,10,0,0,0,10
certainty,0,0,0,0,21,0,0,0,21
fevered,1,0,0,0,0,0,0,0,1
intoxicating,0,0,0,0,0,0,0,1,1
breathless,5,0,0,0,0,0,0,0,5
signposts,0,0,0,0,1,0,0,0,1
obscured,0,0,0,0,0,0,0,7,7
bore,0,0,0,0,3,0,0,21,24
no-o,0,1,0,0,0,0,0,0,1
ruthlessly,0,2,0,0,0,0,0,0,2
wonders,0,0,0,0,6,0,0,2,8
visualize,0,0,0,0,0,0,0,3,3
stranded,0,0,0,0,0,0,0,7,7
honey,0,0,0,0,25,0,0,0,25
silently,0,17,0,0,0,0,0,0,17
periods,0,0,0,0,47,0,0,0,47
heaven,0,0,0,0,43,0,0,0,43
reassure,0,0,0,0,0,0,0,1,1
endlessly,0,7,0,0,0,0,0,0,7
enchanting,9,0,0,0,0,0,0,0,9
mother-in-law,0,0,0,0,1,0,0,0,1
jokes,0,0,0,0,8,0,0,1,9
cartoons,0,0,0,0,6,0,0,0,6
cynics,0,0,0,0,3,0,0,0,3
mothers-in-law,0,0,0,0,1,0,0,0,1
sneed,0,0,0,0,1,0,0,0,1
rector,0,0,0,0,33,0,0,0,33
clergy,0,0,0,0,12,0,0,0,12
pulpit,0,0,0,0,4,0,0,0,4
lonely,25,0,0,0,0,0,0,0,25
parishioners,0,0,0,0,3,0,0,0,3
blessed,0,0,0,0,0,0,0,13,13
unworthy,5,0,0,0,0,0,0,0,5
believers,0,0,0,0,5,0,0,0,5
riches,0,0,0,0,2,0,0,0,2
vainly,0,2,0,0,0,0,0,0,2
covet,0,0,0,0,0,0,0,1,1
sacrificial,2,0,0,0,0,0,0,0,2
earthly,6,0,0,0,0,0,0,0,6
infinite,16,0,0,0,3,0,0,0,19
readily,0,43,0,0,0,0,0,0,43
congregations,0,0,0,0,18,0,0,0,18
conform,0,0,0,0,0,0,0,10,10
conceptions,0,0,0,0,9,0,0,0,9
bruise,0,0,0,0,2,0,0,1,3
satisfactions,0,0,0,0,4,0,0,0,4
bestow,0,0,0,0,0,0,0,2,2
saintliness,0,0,0,0,1,0,0,0,1
ostentatious,2,0,0,0,0,0,0,0,2
stress,0,0,0,0,96,0,0,11,107
heir,0,0,0,0,7,0,0,0,7
saints,0,0,0,0,6,0,0,0,6
sinners,0,0,0,0,4,0,0,0,4
unmindful,1,0,0,0,0,0,0,0,1
ministered,0,0,0,0,0,0,0,2,2
suffers,0,0,0,0,0,0,0,5,5
podger,0,0,0,0,21,0,0,0,21
loon,0,0,0,0,2,0,0,0,2
sadness,0,0,0,0,6,0,0,0,6
podgers,0,0,0,0,1,0,0,0,1
pod,0,0,0,0,3,0,0,0,3
bursting,0,0,0,0,0,0,0,13,13
porch,0,0,0,0,43,0,0,0,43
auction,0,0,0,0,4,0,0,0,4
old-fashioned,7,0,0,0,0,0,0,0,7
woven,0,0,0,0,0,0,0,9,9
cloth,0,0,0,0,43,0,0,0,43
hammock,0,0,0,0,5,0,0,0,5
cross-top,0,0,0,0,1,0,0,0,1
hooks,0,0,0,0,2,0,0,0,2
hanging,0,0,0,0,1,0,0,27,28
obligingly,0,2,0,0,0,0,0,0,2
slung,0,0,0,0,0,0,0,2,2
vine-shaded,1,0,0,0,0,0,0,0,1
breeze,0,0,0,0,14,0,0,0,14
rippling,0,0,0,0,0,0,0,3,3
caressing,0,0,0,0,0,0,0,5,5
rhythmic,11,0,0,0,0,0,0,0,11
unintelligible,1,0,0,0,0,0,0,0,1
drift,0,0,0,0,15,0,0,3,18
voices,0,0,0,0,38,0,0,0,38
sweep,0,0,0,0,8,0,0,7,15
pleasantly,0,10,0,0,0,0,0,0,10
podger's,0,0,0,0,2,0,0,0,2
autumn-touched,1,0,0,0,0,0,0,0,1
retraced,0,0,0,0,0,0,0,1,1
feather,0,0,0,0,5,0,0,1,6
winging,0,0,0,0,0,0,0,1,1
harshly,0,5,0,0,0,0,0,0,5
shaft,0,0,0,0,11,0,0,0,11
drifted,0,0,0,0,0,0,0,9,9
straw-hat,0,0,0,0,1,0,0,0,1
broad-brimmed,3,0,0,0,0,0,0,0,3
sunshield,0,0,0,0,1,0,0,0,1
floating,0,0,0,0,0,0,0,12,12
asters,0,0,0,0,1,0,0,0,1
turtle,0,0,0,0,8,0,0,0,8
self-contained,5,0,0,0,0,0,0,0,5
world-ignoring,1,0,0,0,0,0,0,0,1
relic,0,0,0,0,6,0,0,0,6
pre-history,0,0,0,0,2,0,0,0,2
singleness,0,0,0,0,1,0,0,0,1
signaling,0,0,0,0,2,0,0,3,5
consummated,0,0,0,0,0,0,0,4,4
road-crossing,0,0,0,0,1,0,0,0,1
breath-taking,3,0,0,0,0,0,0,0,3
suddenness,0,0,0,0,2,0,0,0,2
withdrew,0,0,0,0,0,0,0,9,9
phenomenon,0,0,0,0,35,0,0,0,35
darkness,0,0,0,0,43,0,0,0,43
midday,0,0,0,0,5,0,0,0,5
butterflies,0,0,0,0,1,0,0,0,1
sun-browned,1,0,0,0,0,0,0,0,1
smiled,0,0,0,0,0,0,0,71,71
auctioneer,0,0,0,0,1,0,0,0,1
bidders,0,0,0,0,3,0,0,0,3
lyin',0,0,0,0,0,0,0,1,1
wrap,0,0,0,0,0,0,0,5,5
o',0,0,0,0,0,15,0,1,16
thanked,0,0,0,0,0,0,0,6,6
gravely,0,7,0,0,0,0,0,0,7
cocoon,0,0,0,0,3,0,0,0,3
freckled,0,0,0,0,0,0,0,1,1
fringed-wrapped,1,0,0,0,0,0,0,0,1
alacrity,0,0,0,0,2,0,0,0,2
cat,0,0,0,0,23,0,0,0,23
rubbed,0,0,0,0,0,0,0,18,18
hopped,0,0,0,0,0,0,0,5,5
chilly,5,0,0,0,0,0,0,0,5
purring,0,0,0,0,0,0,0,3,3
rivaled,0,0,0,0,0,0,0,2,2
chirping,0,0,0,0,1,0,0,0,1
crickets,0,0,0,0,2,0,0,0,2
hum,0,0,0,0,4,0,0,1,5
pam,0,0,0,0,8,0,0,0,8
dad,0,0,0,0,15,0,0,0,15
lighted,0,0,0,0,0,0,0,29,29
robin,0,0,0,0,2,0,0,0,2
scary,2,0,0,0,0,0,0,0,2
emerged,0,0,0,0,0,0,0,26,26
tucking,0,0,0,0,0,0,0,2,2
inevitability,0,0,0,0,2,0,0,0,2
biracial,1,0,0,0,0,0,0,0,1
peacefully,0,5,0,0,0,0,0,0,5
examples,0,0,0,0,53,0,0,0,53
resorting,0,0,0,0,0,0,0,3,3
nashville,0,0,0,0,7,0,0,0,7
progressive,17,0,0,0,0,0,0,0,17
dynamited,0,0,0,0,0,0,0,1,1
stair-step,0,0,0,0,1,0,0,0,1
grades,0,0,0,0,23,0,0,0,23
tolerant,9,0,0,0,0,0,0,0,9
realizes,0,0,0,0,0,0,0,3,3
rebuff,0,0,0,0,4,0,0,0,4
boycotted,0,0,0,0,0,0,0,1,1
resume,0,0,0,0,6,0,0,10,16
impatience,0,0,0,0,10,0,0,0,10
eloquent,11,0,0,0,0,0,0,0,11
patronizing,0,0,0,0,0,0,0,2,2
counters,0,0,0,0,8,0,0,0,8
establishments,0,0,0,0,8,0,0,0,8
citywide,1,0,0,0,0,0,0,0,1
nonracial,1,0,0,0,0,0,0,0,1
nonsegregated,1,0,0,0,0,0,0,0,1
bombings,0,0,0,0,2,0,0,0,2
all-white,5,0,0,0,0,0,0,0,5
neighborhoods,0,0,0,0,17,0,0,0,17
ashamed,16,0,0,0,0,0,0,0,16
depots,0,0,0,0,1,0,0,0,1
outbreak,0,0,0,0,2,0,0,0,2
sprung,0,0,0,0,0,0,0,8,8
emboldened,0,0,0,0,0,0,0,2,2
peaceable,3,0,0,0,0,0,0,0,3
accommodation,0,0,0,0,1,0,0,0,1
individually,0,19,0,0,0,0,0,0,19
objects,0,0,0,0,62,0,0,3,65
lanesmanship,0,0,0,0,1,0,0,0,1
freeways,0,0,0,0,5,0,0,0,5
cruising,0,0,0,0,1,0,0,6,7
four-lane,2,0,0,0,0,0,0,0,2
freeway,0,0,0,0,5,0,0,0,5
spies,0,0,0,0,1,0,0,1,2
incipient,4,0,0,0,0,0,0,0,4
jam,0,0,0,0,4,0,0,2,6
smoothly,0,12,0,0,0,0,0,0,12
pokes,0,0,0,0,0,0,0,3,3
adjacent,12,0,0,0,0,0,0,0,12
resolutely,0,2,0,0,0,0,0,0,2
invading,0,0,0,0,0,0,0,3,3
ambivalent,6,0,0,0,0,0,0,0,6
lanes,0,0,0,0,4,0,0,0,4
alternately,0,7,0,0,0,0,0,0,7
accelerate,0,0,0,0,0,0,0,5,5
decelerate,0,0,0,0,0,0,0,1,1
natives,0,0,0,0,11,0,0,0,11
unhesitatingly,0,3,0,0,0,0,0,0,3
enlightened,0,0,0,0,0,0,0,7,7
self-preservation,0,0,0,0,2,0,0,0,2
soggy,3,0,0,0,0,0,0,0,3
acquiesence,0,0,0,0,1,0,0,0,1
manhood,0,0,0,0,6,0,0,0,6
pedal,0,0,0,0,3,0,0,1,4
fist,0,0,0,0,25,0,0,0,25
threateningly,0,1,0,0,0,0,0,0,1
courtesy,0,0,0,0,7,0,0,0,7
injustice,0,0,0,0,16,0,0,0,16
charge-a-plate,0,0,0,0,1,0,0,0,1
hallowed,0,0,0,0,0,0,0,2,2
unequivocally,0,5,0,0,0,0,0,0,5
encountered,0,0,0,0,0,0,0,30,30
oncoming,2,0,0,0,0,0,0,0,2
out-of-town,6,0,0,0,0,0,0,0,6
thinker,0,0,0,0,6,0,0,0,6
ridiculously,0,2,0,0,0,0,0,0,2
versa,0,6,0,0,0,0,0,0,6
hell,0,0,0,0,81,0,0,0,81
richard's,0,0,0,0,5,0,0,0,5
grabs,0,0,0,0,3,0,0,0,3
angle,0,0,0,0,50,0,0,1,51
robby,0,0,0,0,1,0,0,0,1
conceivable,11,0,0,0,0,0,0,0,11
robby's,0,0,0,0,1,0,0,0,1
exceptional,19,0,0,0,0,0,0,0,19
duplicate,3,0,0,0,1,0,0,2,6
98,3,0,0,0,0,0,0,0,3
hunch,0,0,0,0,6,0,0,1,7
notch,0,0,0,0,6,0,0,0,6
triandos,0,0,0,0,3,0,0,0,3
thumb,0,0,0,0,10,0,0,0,10
jammed,0,0,0,0,0,0,0,8,8
bounce,0,0,0,0,4,0,0,4,8
offensively,0,1,0,0,0,0,0,0,1
foiles,0,0,0,0,1,0,0,0,1
furiously,0,12,0,0,0,0,0,0,12
cage,0,0,0,0,9,0,0,0,9
nonchalant,1,0,0,0,0,0,0,0,1
platoons,0,0,0,0,3,0,0,0,3
autistic,13,0,0,0,0,0,0,0,13
fault,0,0,0,0,22,0,0,0,22
well-defined,3,0,0,0,0,0,0,0,3
treats,0,0,0,0,2,0,0,12,14
autism,0,0,0,0,2,0,0,0,2
defect,0,0,0,0,3,0,0,0,3
deviation,0,0,0,0,14,0,0,0,14
inborn,1,0,0,0,0,0,0,0,1
adapt,0,0,0,0,0,0,0,5,5
disturbed,0,0,0,0,0,0,0,26,26
experiences,0,0,0,0,48,0,0,5,53
layman,0,0,0,0,3,0,0,0,3
disinterest,0,0,0,0,3,0,0,0,3
son's,0,0,0,0,9,0,0,0,9
fingers,0,0,0,0,66,0,0,0,66
psychiatrist,0,0,0,0,4,0,0,0,4
stiffens,0,0,0,0,0,0,0,2,2
pushes,0,0,0,0,1,0,0,2,3
straightens,0,0,0,0,0,0,0,1,1
uncomfortable,14,0,0,0,0,0,0,0,14
accustomed,0,0,0,0,0,0,0,15,15
rituals,0,0,0,0,4,0,0,0,4
ingenuity,0,0,0,0,5,0,0,0,5
uncover,0,0,0,0,0,0,0,4,4
dear,45,0,0,0,8,0,0,0,53
diagnosis,0,0,0,0,13,0,0,0,13
nursery,0,0,0,0,13,0,0,0,13
reality,0,0,0,0,79,0,0,0,79
parenthood,0,0,0,0,6,0,0,0,6
single-color,0,0,0,0,1,0,0,0,1
wagon,0,0,0,0,55,0,0,0,55
coloring,0,0,0,0,3,0,0,4,7
nervous,24,0,0,0,0,0,0,0,24
relaxed,0,0,0,0,0,0,0,14,14
outgrow,0,0,0,0,0,0,0,4,4
traits,0,0,0,0,6,0,0,0,6
enjoying,0,0,0,0,0,0,0,17,17
immature,7,0,0,0,0,0,0,0,7
crayons,0,0,0,0,1,0,0,0,1
staying,0,0,0,0,0,0,0,17,17
paint,0,0,0,0,18,0,0,19,37
circles,0,0,0,0,32,0,0,0,32
embroidery,0,0,0,0,4,0,0,0,4
incoming,5,0,0,0,0,0,0,0,5
multicolor,1,0,0,0,0,0,0,0,1
one-color,0,0,0,0,1,0,0,0,1
varitinted,1,0,0,0,0,0,0,0,1
rug,0,0,0,0,13,0,0,0,13
versions,0,0,0,0,9,0,0,0,9
crewel,0,0,0,0,2,0,0,0,2
over-stitched,0,0,0,0,0,0,0,1,1
bronze,3,0,0,0,8,0,0,0,11
sauterne,1,0,0,0,0,0,0,0,1
twirled,0,0,0,0,0,0,0,1,1
stylized,0,0,0,0,0,0,0,2,2
winding,0,0,0,0,0,0,0,9,9
floral,3,0,0,0,0,0,0,0,3
suggests,0,0,0,0,0,0,0,29,29
patterns,0,0,0,0,47,0,0,0,47
extensively,0,10,0,0,0,0,0,0,10
upholstery,0,0,0,0,3,0,0,0,3
jacobean,1,0,0,0,0,0,0,0,1
depicted,0,0,0,0,0,0,0,8,8
salad,0,0,0,0,9,0,0,0,9
pineapple,0,0,0,0,9,0,0,0,9
naturalistic,4,0,0,0,0,0,0,0,4
fabulous,6,0,0,0,0,0,0,0,6
chippendale,0,0,0,0,1,0,0,0,1
fabric,0,0,0,0,15,0,0,0,15
typically,0,16,0,0,0,0,0,0,16
chinese-inspired,1,0,0,0,0,0,0,0,1
revered,0,0,0,0,0,0,0,5,5
limitation,0,0,0,0,10,0,0,0,10
conception,0,0,0,0,32,0,0,0,32
scandinavian,2,0,0,0,0,0,0,0,2
reappearing,0,0,0,0,0,0,0,1,1
handicrafts,0,0,0,0,1,0,0,0,1
do-it-yourself,5,0,0,0,0,0,0,0,5
wraps,0,0,0,0,2,0,0,0,2
assembling,0,0,0,0,0,0,0,6,6
clubrooms,0,0,0,0,1,0,0,0,1
backyards,0,0,0,0,3,0,0,0,3
darned,0,1,0,0,0,0,0,3,4
dissensions,0,0,0,0,1,0,0,0,1
grassroots-fueled,1,0,0,0,0,0,0,0,1
nominally,0,3,0,0,0,0,0,0,3
200-odd,1,0,0,0,0,0,0,0,1
officeholders,0,0,0,0,1,0,0,0,1
broad-scale,1,0,0,0,0,0,0,0,1
enlist,0,0,0,0,0,0,0,5,5
top-drawer,0,0,0,0,2,0,0,0,2
cdc's,0,0,0,0,2,0,0,0,2
"55,000",1,0,0,0,0,0,0,0,1
pre-primary,0,0,0,0,2,0,0,0,2
endorsing,0,0,0,0,0,0,0,1,1
fresno,0,0,0,0,1,0,0,0,1
26-28,1,0,0,0,0,0,0,0,1
lesser,18,0,0,0,0,1,0,0,19
candidate-picking,1,0,0,0,0,0,0,0,1
cdc,0,0,0,0,7,0,0,0,7
unorthodox,6,0,0,0,0,0,0,0,6
39-year-old,1,0,0,0,0,0,0,0,1
politico,0,0,0,0,1,0,0,0,1
carvey,0,0,0,0,5,0,0,0,5
aircraft's,0,0,0,0,1,0,0,0,1
hard-nosed,1,0,0,0,0,0,0,0,1
afar,0,2,0,0,0,0,0,0,2
stalwart,4,0,0,0,0,0,0,0,4
pyramid,0,0,0,0,1,0,0,1,2
thence,0,6,0,0,0,0,0,0,6
component,0,0,0,0,25,0,0,0,25
consequence,0,0,0,0,30,0,0,0,30
hierarchy,0,0,0,0,9,0,0,0,9
participates,0,0,0,0,0,0,0,7,7
contrarily,0,1,0,0,0,0,0,0,1
loose-knit,1,0,0,0,0,0,0,0,1
reapportionment,0,0,0,0,1,0,0,0,1
henceforth,0,4,0,0,0,0,0,0,4
organizational,5,0,0,0,0,0,0,0,5
rock-ribbed,1,0,0,0,0,0,0,0,1
weakest,3,0,0,0,0,0,0,0,3
4-,1,0,0,0,1,0,0,0,2
5-to-1,1,0,0,0,0,0,0,0,1
predicts,0,0,0,0,0,0,0,3,3
tremendously,0,10,0,0,0,0,0,0,10
lavishing,0,0,0,0,0,0,0,1,1
favorites,0,0,0,0,12,0,0,0,12
bodes,0,0,0,0,0,0,0,1,1
heated,0,0,0,0,0,0,0,16,16
staked,0,0,0,0,0,0,0,2,2
hopefuls,0,0,0,0,2,0,0,0,2
eye-to-eye,0,1,0,0,0,0,0,0,1
shunted,0,0,0,0,0,0,0,1,1
rampant,4,0,0,0,0,0,0,0,4
subordinate,4,0,0,0,1,0,0,1,6
plainly,0,18,0,0,0,0,0,0,18
incumbents,0,0,0,0,1,0,0,0,1
considers,0,0,0,0,0,0,0,15,15
brown's,0,0,0,0,23,0,0,0,23
foe,0,0,0,0,8,0,0,0,8
ex-gov.,0,0,0,0,1,0,0,0,1
aspirants,0,0,0,0,2,0,0,0,2
close-in,1,0,0,0,0,0,0,0,1
shrewdest,1,0,0,0,0,0,0,0,1
strategists,0,0,0,0,4,0,0,0,4
committeeman,0,0,0,0,1,0,0,0,1
ziffren,0,0,0,0,2,0,0,0,2
northland,0,0,0,0,2,0,0,0,2
espoused,0,0,0,0,0,0,0,2,2
